customer_id,tenure_months,monthly_charge,contract_type,num_support_calls,has_autopay,num_products,satisfaction_score,churned
C100086,15,70.62,two_year,3,0,2,2,1
C100087,36,60.32,two_year,0,0,1,3,0
C100088,52,59.28,month-to-month,2,1,3,5,0
C100089,27,113.6,one_year,0,1,1,1,0
C100090,39,61.27,month-to-month,2,0,1,3,0
C100091,67,130.59,month-to-month,1,1,3,4,1
C100092,1,66.82,one_year,1,0,2,5,0
C100093,50,52.29,one_year,1,1,1,4,0
C100094,8,73.4,one_year,2,1,4,3,0
C100095,15,130.15,month-to-month,1,1,2,2,0
C100096,38,66.29,month-to-month,1,0,2,1,0
C100097,30,82.85,one_year,2,1,4,3,0
C100098,4,15.0,one_year,0,1,2,1,0
C100099,26,84.71,two_year,1,1,4,3,0
C100100,2,35.87,two_year,4,0,1,1,0
C100101,11,67.12,two_year,3,1,3,1,0
C100102,40,103.96,one_year,0,0,2,2,0
C100103,13,63.75,month-to-month,3,0,4,3,0
C100104,22,87.89,one_year,4,1,2,5,0
C100105,31,64.4,month-to-month,1,0,1,4,0
C100106,41,61.63,one_year,3,1,1,3,0
C100107,34,76.91,month-to-month,0,1,4,3,0
C100108,0,97.07,one_year,1,1,2,4,0
C100109,13,72.43,month-to-month,2,1,2,2,0
C100110,15,69.5,month-to-month,2,0,1,1,1
C100111,1,46.09,one_year,2,0,2,4,1
C100112,19,27.92,month-to-month,1,1,2,1,1
C100113,22,73.16,month-to-month,3,0,1,5,0
C100114,42,65.41,month-to-month,0,1,2,5,0
C100115,68,76.66,two_year,2,1,4,1,0
C100116,3,95.84,month-to-month,3,1,3,1,1
C100117,6,90.37,month-to-month,1,1,3,3,0
C100118,26,48.02,month-to-month,4,1,2,4,0
C100119,3,76.29,month-to-month,0,1,1,5,0
C100120,6,76.87,two_year,1,1,1,3,0
C100121,21,63.75,one_year,1,1,4,3,0
C100122,4,15.0,month-to-month,1,0,2,2,0
C100123,37,49.84,two_year,1,1,3,4,0
C100124,47,67.46,month-to-month,2,0,3,3,0
C100125,1,88.65,month-to-month,4,1,1,5,1
C100126,18,61.98,month-to-month,1,0,3,4,1
C100127,38,34.95,one_year,1,1,3,4,0
C100128,72,103.69,two_year,2,0,2,2,0
C100129,8,68.75,one_year,1,1,3,4,0
C100130,4,58.27,month-to-month,3,1,3,2,0
C100131,50,82.91,month-to-month,2,1,3,5,0
C100132,58,86.87,month-to-month,1,1,2,3,1
C100133,5,67.61,month-to-month,2,0,1,3,0
C100134,14,54.98,month-to-month,0,1,1,2,0
C100135,30,55.35,month-to-month,2,0,2,5,0
C100136,45,89.37,month-to-month,3,1,2,3,0
C100137,4,66.05,month-to-month,2,1,3,4,0
C100138,26,81.89,one_year,2,0,1,1,0
C100139,40,21.81,month-to-month,4,0,1,1,1
C100140,19,57.12,month-to-month,2,1,4,5,0
C100141,4,59.89,two_year,2,1,2,4,0
C100142,1,57.63,one_year,0,0,3,3,1
C100143,8,20.8,one_year,1,1,2,2,0
C100144,40,58.22,month-to-month,0,1,3,1,0
C100145,1,108.58,month-to-month,2,0,2,2,1
C100146,0,76.92,month-to-month,1,1,1,4,0
C100147,11,56.17,month-to-month,3,0,1,5,0
C100148,2,51.35,one_year,1,1,2,4,0
C100149,4,35.45,one_year,2,0,1,5,0
C100150,1,74.95,month-to-month,0,1,1,4,0
C100151,18,49.7,one_year,1,0,4,1,0
C100152,29,59.33,two_year,1,0,2,4,0
C100153,13,91.46,month-to-month,1,1,1,3,0
C100154,3,92.75,month-to-month,0,1,1,5,0
C100155,10,84.64,month-to-month,0,1,1,4,0
C100156,21,27.78,month-to-month,0,0,1,5,0
C100157,68,55.05,one_year,1,1,1,1,0
C100158,72,98.57,month-to-month,2,1,4,1,0
C100159,7,39.55,month-to-month,1,1,3,4,0
C100160,0,100.45,month-to-month,1,1,2,1,0
C100161,43,68.43,month-to-month,2,0,1,3,0
C100162,63,92.76,two_year,4,1,2,1,0
C100163,15,58.68,one_year,2,0,1,4,0
C100164,35,39.93,month-to-month,1,0,2,5,0
C100165,48,43.7,two_year,1,1,2,1,0
C100166,23,105.42,month-to-month,4,1,1,2,1
C100167,49,60.96,one_year,2,1,1,1,0
C100168,1,38.43,one_year,3,1,2,2,0
C100169,8,89.4,one_year,0,1,3,4,0
C100170,8,30.42,one_year,2,0,3,1,1
C100171,3,64.93,two_year,2,0,3,1,0
C100172,58,77.46,month-to-month,0,1,1,4,0
C100173,1,76.31,month-to-month,1,0,3,5,0
C100174,27,79.54,month-to-month,0,1,2,5,0
C100175,2,66.73,month-to-month,2,0,3,2,1
C100176,11,15.0,one_year,2,1,1,3,1
C100177,13,75.07,month-to-month,3,1,1,5,0
C100178,5,67.83,two_year,2,1,1,5,0
C100179,18,63.96,two_year,3,1,1,5,0
C100180,18,81.17,month-to-month,3,1,2,5,0
C100181,9,88.1,month-to-month,1,1,4,5,0
C100182,32,74.25,month-to-month,0,0,2,4,1
C100183,4,106.41,two_year,2,0,3,4,0
C100184,5,123.76,one_year,2,1,1,5,0
C100185,11,76.06,one_year,1,0,1,4,0
C100186,11,60.2,one_year,0,0,3,4,0
C100187,6,36.53,one_year,1,1,1,3,0
C100188,60,83.32,month-to-month,3,1,2,3,0
C100189,42,24.46,month-to-month,1,1,2,5,0
C100190,3,111.04,two_year,1,1,4,2,0
C100191,11,93.34,one_year,1,1,3,5,0
C100192,6,55.75,one_year,2,1,4,4,0
C100193,14,85.92,month-to-month,1,1,3,2,0
C100194,8,47.11,one_year,2,1,2,1,0
C100195,17,41.33,one_year,1,0,3,3,0
C100196,61,87.98,month-to-month,1,1,1,5,0
C100197,12,43.44,month-to-month,4,0,1,4,1
C100198,25,75.03,one_year,1,1,1,5,0
C100199,22,65.66,month-to-month,1,1,2,4,0
C100200,33,107.96,month-to-month,1,0,4,1,0
C100201,2,76.72,one_year,0,1,1,5,0
C100202,33,108.37,two_year,2,1,2,4,0
C100203,70,90.52,one_year,3,1,1,5,0
C100204,22,49.64,two_year,0,0,1,3,0
C100205,8,39.67,month-to-month,0,0,2,1,0
C100206,27,16.07,month-to-month,0,1,3,5,0
C100207,30,69.67,month-to-month,2,1,1,5,0
C100208,26,15.0,one_year,3,1,3,1,0
C100209,4,48.26,two_year,1,1,4,1,0
C100210,72,15.0,month-to-month,0,1,1,5,0
C100211,72,53.2,month-to-month,1,0,1,5,0
C100212,13,86.4,month-to-month,2,1,2,3,0
C100213,22,46.8,month-to-month,2,0,4,2,1
C100214,1,54.88,one_year,1,1,1,4,0
C100215,72,57.26,month-to-month,2,1,4,4,0
C100216,41,75.41,month-to-month,0,1,1,1,0
C100217,24,31.65,month-to-month,0,1,2,4,0
C100218,34,71.35,month-to-month,1,1,1,4,0
C100219,5,66.04,month-to-month,0,1,3,4,0
C100220,9,42.75,month-to-month,2,1,3,5,0
C100221,7,44.01,one_year,2,1,3,1,0
C100222,22,98.82,two_year,0,0,4,5,0
C100223,2,86.65,month-to-month,4,0,2,2,1
C100224,54,79.24,month-to-month,2,1,1,2,0
C100225,15,47.64,two_year,1,0,1,3,1
C100226,14,59.87,two_year,1,1,1,4,0
C100227,3,35.94,two_year,0,0,3,3,0
C100228,28,24.4,month-to-month,1,1,3,1,0
C100229,41,56.65,month-to-month,0,0,1,4,1
C100230,24,53.42,month-to-month,1,1,3,5,0
C100231,7,37.18,month-to-month,2,0,3,1,0
C100232,37,37.84,two_year,4,0,4,1,0
C100233,4,77.54,month-to-month,1,0,1,3,0
C100234,42,56.7,month-to-month,3,1,4,4,0
C100235,21,28.81,two_year,2,1,3,4,0
C100236,8,119.31,month-to-month,1,1,1,1,1
C100237,17,24.77,month-to-month,0,1,1,1,1
C100238,24,73.57,month-to-month,4,0,3,1,0
C100239,7,43.12,month-to-month,0,1,3,1,1
C100240,45,85.16,one_year,1,0,2,3,0
C100241,13,70.0,month-to-month,0,1,1,2,1
C100242,53,93.61,month-to-month,2,0,3,3,0
C100243,43,66.47,two_year,2,1,4,5,0
C100244,3,49.3,two_year,1,1,3,5,0
C100245,25,104.29,month-to-month,0,0,3,2,0
C100246,9,66.77,month-to-month,1,0,3,1,1
C100247,34,62.96,month-to-month,1,0,3,5,0
C100248,19,64.39,two_year,2,0,1,2,1
C100249,15,50.0,month-to-month,0,1,4,1,0
C100250,54,76.98,one_year,0,0,1,3,0
C100251,1,110.13,two_year,1,0,3,3,0
C100252,20,105.55,two_year,1,1,3,1,0
C100253,10,75.63,one_year,1,1,3,4,0
C100254,1,84.31,month-to-month,1,0,4,2,1
C100255,34,86.87,one_year,0,0,4,5,0
C100256,20,52.28,month-to-month,1,0,2,5,0
C100257,54,105.44,one_year,0,1,2,4,0
C100258,22,74.43,one_year,5,0,2,3,0
C100259,10,22.75,month-to-month,2,0,3,3,1
C100260,72,83.57,month-to-month,0,0,4,1,0
C100261,3,45.32,month-to-month,4,0,3,4,0
C100262,1,75.66,month-to-month,1,1,2,3,0
C100263,32,85.04,one_year,2,0,4,2,0
C100264,11,60.36,one_year,1,0,2,3,0
C100265,11,75.01,two_year,0,1,1,2,0
C100266,50,101.87,one_year,2,0,1,4,0
C100267,10,33.65,two_year,2,1,3,1,0
C100268,53,20.98,one_year,2,0,1,1,1
C100269,25,65.05,two_year,4,0,2,1,0
C100270,10,62.05,two_year,2,0,4,1,1
C100271,1,119.98,month-to-month,1,1,1,1,1
C100272,7,92.91,two_year,1,0,4,4,0
C100273,72,81.19,one_year,0,0,3,1,0
C100274,12,65.49,two_year,2,0,3,1,0
C100275,4,19.62,one_year,0,1,3,2,0
C100276,8,34.85,month-to-month,2,0,1,4,0
C100277,55,59.76,two_year,1,0,1,5,0
C100278,4,72.52,month-to-month,1,1,2,3,0
C100279,36,57.2,month-to-month,5,0,1,4,0
C100280,3,70.6,month-to-month,2,0,2,3,0
C100281,72,85.3,one_year,2,0,3,4,0
C100282,18,50.03,month-to-month,1,1,1,4,0
C100283,1,57.14,one_year,5,0,1,2,0
C100284,64,43.52,one_year,1,1,2,1,0
C100285,11,97.94,two_year,3,0,1,3,0
C100286,32,17.11,month-to-month,2,1,3,1,1
C100287,18,82.65,month-to-month,0,0,1,4,0
C100288,2,86.85,two_year,0,0,1,3,0
C100289,3,16.86,one_year,1,0,1,4,0
C100290,4,55.53,month-to-month,2,1,3,1,1
C100291,4,94.62,two_year,0,0,2,1,1
C100292,1,44.97,month-to-month,2,0,2,5,0
C100293,1,53.08,month-to-month,5,0,1,4,0
C100294,71,66.43,month-to-month,2,1,3,2,1
C100295,2,100.36,two_year,3,0,2,2,1
C100296,17,82.94,month-to-month,0,1,3,2,0
C100297,3,50.33,month-to-month,3,1,1,3,0
C100298,6,33.02,month-to-month,0,0,4,3,0
C100299,35,29.68,one_year,2,0,3,1,0
C100300,67,75.72,one_year,0,0,1,3,0
C100301,15,15.0,month-to-month,0,1,1,4,0
C100302,0,52.81,month-to-month,1,1,3,3,1
C100303,72,82.08,month-to-month,2,1,2,3,0
C100304,1,37.18,month-to-month,2,1,1,4,0
C100305,12,59.13,month-to-month,1,1,2,2,1
C100306,19,64.4,month-to-month,1,1,2,1,1
C100307,53,86.0,month-to-month,2,0,4,4,0
C100308,42,33.43,month-to-month,1,1,3,5,0
C100309,23,68.87,month-to-month,2,1,1,4,0
C100310,12,65.73,one_year,3,1,3,3,0
C100311,43,69.71,two_year,1,1,1,4,0
C100312,49,27.73,month-to-month,1,0,3,2,0
C100313,49,79.79,one_year,1,0,1,5,0
C100314,30,46.05,two_year,1,0,1,2,0
C100315,2,64.27,month-to-month,0,1,4,5,0
C100316,9,45.91,two_year,3,0,2,4,0
C100317,16,115.62,month-to-month,2,0,1,4,0
C100318,17,68.56,two_year,4,0,2,3,0
C100319,43,120.66,one_year,0,0,1,1,0
C100320,7,51.55,month-to-month,2,0,3,5,1
C100321,26,60.25,month-to-month,0,1,1,1,0
C100322,11,104.07,month-to-month,1,1,1,4,0
C100323,36,58.04,month-to-month,2,0,1,1,1
C100324,5,78.29,month-to-month,3,0,2,4,1
C100325,16,96.09,two_year,2,0,1,1,0
C100326,3,58.01,two_year,0,1,1,3,0
C100327,6,50.4,two_year,2,1,2,2,0
C100328,66,61.1,month-to-month,2,0,4,1,0
C100329,9,92.62,two_year,1,1,4,5,0
C100330,54,78.03,month-to-month,1,1,2,2,0
C100331,18,99.57,month-to-month,1,1,3,5,0
C100332,1,60.75,month-to-month,1,1,1,3,1
C100333,38,55.43,month-to-month,1,1,1,5,1
C100334,1,39.16,two_year,1,0,3,1,0
C100335,42,59.88,one_year,1,0,2,4,0
C100336,0,52.59,month-to-month,1,1,2,5,0
C100337,27,64.36,month-to-month,2,0,1,4,0
C100338,4,43.85,one_year,0,1,2,3,0
C100339,10,49.49,month-to-month,4,0,4,1,0
C100340,72,59.58,month-to-month,2,1,1,1,1
C100341,16,91.51,one_year,3,1,1,1,0
C100342,26,59.03,month-to-month,0,1,1,3,0
C100343,32,53.04,one_year,3,1,2,1,0
C100344,3,92.99,one_year,2,1,3,5,0
C100345,44,100.98,one_year,0,1,3,2,0
C100346,59,59.92,month-to-month,1,1,4,4,0
C100347,4,60.96,month-to-month,4,0,2,4,1
C100348,19,22.13,two_year,0,0,3,5,0
C100349,8,28.49,one_year,0,1,1,3,0
C100350,32,66.2,two_year,3,0,4,1,0
C100351,1,102.03,month-to-month,2,1,1,5,0
C100352,17,113.44,one_year,0,0,3,5,0
C100353,38,87.97,month-to-month,0,1,2,4,0
C100354,32,55.32,month-to-month,4,1,1,5,0
C100355,3,80.26,month-to-month,1,0,1,3,0
C100356,43,30.8,month-to-month,1,1,1,3,0
C100357,7,65.44,two_year,2,0,1,5,0
C100358,40,37.95,month-to-month,1,1,4,3,0
C100359,16,67.58,one_year,3,0,3,2,0
C100360,4,103.31,one_year,1,0,1,4,0
C100361,32,121.86,two_year,2,1,1,3,0
C100362,40,72.86,two_year,0,1,1,4,0
C100363,29,77.4,month-to-month,3,1,4,2,1
C100364,72,26.16,month-to-month,1,1,1,3,0
C100365,7,51.21,month-to-month,4,0,2,2,1
C100366,6,105.49,month-to-month,1,1,4,1,1
C100367,4,96.55,month-to-month,1,1,1,2,1
C100368,19,88.35,one_year,1,0,2,4,0
C100369,12,78.75,month-to-month,0,0,1,5,0
C100370,11,108.65,month-to-month,2,1,1,1,1
C100371,15,61.15,month-to-month,2,0,2,1,1
C100372,8,62.79,one_year,2,1,4,3,0
C100373,0,137.73,month-to-month,0,1,2,5,1
C100374,15,46.13,one_year,3,0,2,3,0
C100375,8,78.79,month-to-month,3,1,1,4,0
C100376,14,58.2,month-to-month,3,1,3,3,0
C100377,63,105.02,month-to-month,2,1,4,2,0
C100378,5,60.98,month-to-month,2,1,2,5,0
C100379,24,58.97,month-to-month,2,1,1,5,1
C100380,25,59.81,two_year,2,1,1,5,0
C100381,8,87.77,one_year,0,0,2,2,1
C100382,15,42.47,month-to-month,0,1,1,3,1
C100383,72,30.54,month-to-month,0,1,1,2,0
C100384,10,64.59,month-to-month,4,1,3,4,1
C100385,30,58.69,month-to-month,2,0,2,5,0
C100386,44,81.06,month-to-month,2,0,1,2,1
C100387,11,58.94,month-to-month,0,0,3,1,1
C100388,72,52.45,month-to-month,0,0,1,1,0
C100389,24,74.77,month-to-month,2,1,2,2,1
C100390,17,78.33,one_year,1,0,2,5,0
C100391,30,93.1,month-to-month,0,0,2,4,0
C100392,13,69.24,one_year,2,1,1,1,0
C100393,30,22.29,two_year,1,1,1,1,0
C100394,8,66.45,month-to-month,0,0,2,4,1
C100395,63,67.82,month-to-month,0,1,1,1,0
C100396,19,65.14,two_year,1,0,1,5,0
C100397,7,80.94,one_year,3,1,4,2,1
C100398,14,60.55,two_year,0,1,4,2,0
C100399,54,95.52,one_year,4,0,2,2,0
C100400,39,60.34,month-to-month,2,1,2,1,0
C100401,16,102.66,one_year,3,1,1,1,0
C100402,10,39.86,month-to-month,2,1,4,1,0
C100403,11,15.0,month-to-month,2,0,2,5,0
C100404,72,43.54,one_year,5,0,3,1,0
C100405,3,138.91,two_year,0,0,1,4,0
C100406,53,61.21,one_year,2,1,1,3,0
C100407,47,64.91,one_year,0,0,1,5,0
C100408,6,74.49,month-to-month,1,0,1,4,0
C100409,10,57.08,two_year,4,0,3,5,0
C100410,20,74.38,month-to-month,2,1,1,2,1
C100411,39,70.86,one_year,2,0,2,3,0
C100412,72,119.53,month-to-month,3,0,4,3,0
C100413,72,97.93,one_year,0,1,3,5,0
C100414,8,74.75,month-to-month,0,0,1,1,0
C100415,5,85.47,one_year,0,1,1,5,0
C100416,16,83.19,one_year,5,0,2,2,0
C100417,20,41.0,month-to-month,4,0,2,3,1
C100418,26,96.11,month-to-month,2,1,2,5,0
C100419,3,52.27,month-to-month,4,0,3,4,1
C100420,25,87.97,month-to-month,3,0,4,1,1
C100421,61,71.72,month-to-month,1,0,2,3,0
C100422,59,90.92,month-to-month,1,0,2,4,0
C100423,69,103.86,one_year,4,0,1,1,0
C100424,61,82.97,month-to-month,3,1,3,1,0
C100425,72,56.21,month-to-month,3,1,1,1,0
C100426,1,60.42,two_year,0,0,3,2,0
C100427,59,82.47,month-to-month,1,1,1,2,0
C100428,8,57.88,two_year,3,0,1,2,0
C100429,9,58.72,month-to-month,2,1,4,1,1
C100430,15,65.33,two_year,3,0,2,5,0
C100431,72,59.35,month-to-month,2,1,1,2,0
C100432,22,81.46,month-to-month,2,1,3,5,0
C100433,10,57.04,one_year,1,0,3,3,0
C100434,11,70.69,month-to-month,1,1,2,4,0
C100435,56,50.04,two_year,1,0,1,2,0
C100436,41,24.96,one_year,0,0,1,3,1
C100437,4,88.31,one_year,2,1,1,1,1
C100438,7,92.83,month-to-month,0,0,2,4,0
C100439,11,55.86,one_year,1,1,3,2,0
C100440,6,88.53,month-to-month,1,0,4,1,1
C100441,20,76.17,month-to-month,0,1,1,5,0
C100442,6,39.35,month-to-month,2,1,4,4,1
C100443,21,98.02,month-to-month,0,1,3,3,0
C100444,66,18.55,two_year,1,1,1,5,0
C100445,45,67.08,one_year,2,1,4,5,0
C100446,3,86.49,month-to-month,1,1,1,5,0
C100447,6,40.84,one_year,1,1,4,1,0
C100448,13,108.66,one_year,0,1,4,3,0
C100449,25,53.8,month-to-month,0,0,4,5,0
C100450,12,99.91,month-to-month,2,0,1,3,1
C100451,7,63.85,month-to-month,1,0,1,2,0
C100452,10,85.82,one_year,5,0,1,2,1
C100453,5,67.37,month-to-month,3,0,3,1,1
C100454,48,128.15,month-to-month,1,0,1,3,1
C100455,29,79.08,month-to-month,0,0,3,5,0
C100456,13,94.58,month-to-month,0,0,4,4,0
C100457,29,87.04,month-to-month,1,1,2,2,1
C100458,18,73.86,month-to-month,0,0,1,2,1
C100459,18,62.72,two_year,5,0,1,3,0
C100460,11,79.36,month-to-month,1,0,2,2,0
C100461,16,94.08,month-to-month,1,0,2,4,0
C100462,72,92.0,two_year,1,1,4,2,0
C100463,37,83.0,month-to-month,2,1,1,5,1
C100464,42,66.09,month-to-month,2,1,4,3,0
C100465,3,87.2,two_year,0,1,1,5,0
C100466,17,44.73,one_year,3,0,1,3,0
C100467,11,69.08,one_year,4,0,3,2,0
C100468,2,18.48,two_year,2,1,3,1,1
C100469,12,52.57,month-to-month,1,1,1,1,0
C100470,2,65.79,month-to-month,1,0,4,3,0
C100471,6,34.42,month-to-month,1,1,3,5,0
C100472,38,41.1,one_year,2,0,1,4,0
C100473,28,93.36,month-to-month,1,1,2,3,1
C100474,29,82.52,one_year,5,0,1,5,0
C100475,2,97.31,one_year,2,0,4,1,1
C100476,4,99.36,two_year,0,0,1,1,0
C100477,1,86.23,one_year,0,1,3,2,0
C100478,2,90.17,one_year,4,1,2,1,1
C100479,3,77.66,one_year,2,0,1,1,1
C100480,72,102.41,month-to-month,1,1,1,2,0
C100481,54,32.14,month-to-month,2,1,1,1,1
C100482,5,66.05,one_year,0,0,1,5,1
C100483,7,96.3,month-to-month,2,1,2,1,0
C100484,72,91.52,two_year,0,1,1,5,0
C100485,20,72.15,one_year,0,1,2,5,0
C100486,11,62.24,two_year,2,0,2,1,0
C100487,15,91.49,two_year,1,1,1,2,0
C100488,8,66.29,one_year,0,0,1,3,0
C100489,21,42.43,two_year,1,0,4,3,0
C100490,31,99.62,month-to-month,2,1,3,4,0
C100491,17,61.02,month-to-month,1,1,1,3,1
C100492,41,75.11,month-to-month,2,0,3,2,0
C100493,3,29.93,one_year,0,0,3,1,0
C100494,22,15.0,one_year,0,1,4,4,0
C100495,72,81.77,one_year,2,1,1,3,0
C100496,4,112.01,month-to-month,0,1,1,3,0
C100497,16,15.0,two_year,0,0,3,2,1
C100498,24,57.6,month-to-month,5,0,2,2,0
C100499,10,84.49,month-to-month,2,1,1,1,1
C100500,72,75.24,month-to-month,1,0,1,2,0
C100501,16,72.03,one_year,3,1,3,4,0
C100502,16,69.72,one_year,0,1,2,1,0
C100503,56,46.35,month-to-month,2,1,3,3,0
C100504,0,97.95,month-to-month,2,1,1,1,1
C100505,49,94.54,month-to-month,1,0,4,2,1
C100506,3,79.62,one_year,0,1,2,5,0
C100507,11,15.0,month-to-month,1,1,1,3,0
C100508,16,112.48,one_year,0,1,3,2,0
C100509,16,69.1,two_year,2,1,1,2,0
C100510,1,83.64,month-to-month,0,0,1,2,0
C100511,9,118.61,month-to-month,3,1,3,3,1
C100512,11,103.23,month-to-month,4,1,1,5,0
C100513,72,68.23,month-to-month,1,0,2,4,0
C100514,60,97.32,one_year,3,1,3,1,1
C100515,21,85.48,month-to-month,1,0,2,5,0
C100516,65,55.94,month-to-month,2,1,2,5,0
C100517,48,73.88,two_year,1,1,4,4,0
C100518,11,26.31,one_year,2,1,4,3,0
C100519,3,31.19,two_year,0,1,2,4,0
C100520,22,75.41,one_year,3,1,3,1,1
C100521,9,105.97,two_year,0,0,4,4,0
C100522,0,46.02,one_year,2,1,2,2,0
C100523,72,100.66,two_year,2,1,1,3,0
C100524,72,74.39,two_year,2,0,2,5,0
C100525,18,115.63,month-to-month,2,0,2,3,0
C100526,23,61.71,one_year,2,1,4,2,0
C100527,27,144.78,month-to-month,2,0,2,3,1
C100528,63,82.0,month-to-month,1,0,4,4,0
C100529,15,64.78,one_year,0,1,4,3,0
C100530,21,77.06,month-to-month,2,1,1,1,0
C100531,6,24.83,month-to-month,5,0,2,5,0
C100532,7,79.43,month-to-month,3,1,3,1,1
C100533,18,62.74,month-to-month,1,0,2,3,0
C100534,6,83.31,two_year,1,1,3,3,0
C100535,1,62.56,month-to-month,2,1,3,1,1
C100536,11,15.0,month-to-month,0,1,1,3,0
C100537,33,15.0,two_year,0,0,4,5,0
C100538,8,54.12,one_year,1,0,1,3,0
C100539,48,38.74,one_year,1,1,2,4,0
C100540,29,92.51,one_year,1,1,1,2,0
C100541,25,43.35,month-to-month,4,1,1,2,0
C100542,54,81.55,one_year,0,1,1,1,0
C100543,2,66.2,month-to-month,0,1,1,2,1
C100544,5,109.13,two_year,3,1,2,5,0
C100545,58,72.59,month-to-month,2,1,2,4,0
C100546,57,75.3,month-to-month,1,0,1,1,0
C100547,2,44.81,month-to-month,2,0,2,3,1
C100548,36,79.63,month-to-month,0,1,2,2,0
C100549,0,87.04,one_year,3,1,1,2,1
C100550,3,67.27,month-to-month,1,1,1,1,0
C100551,3,88.02,month-to-month,3,1,1,3,0
C100552,8,44.06,month-to-month,3,0,1,5,1
C100553,12,64.65,two_year,2,1,1,1,1
